"project_id","recommended_for_research","umbrella_project","donor","title","year","year_uncertain","description","crs_sector_code","crs_sector_name","sector_comment","status","status_code","flow","all_recipients","sources","sources_count","funding_agency","implementing_agency","donor_agency","donor_agency_count","recipient_agencies","recipient_agencies_count","verified","verified_code","flow_class","flow_class_code","intent","intent_code","active","active_code","factiva_sources","amount","currency","deflators_used","exchange_rates_used","usd_defl","usd_current","start_actual","start_planned","end_actual","end_planned","recipient_count","recipient_condensed","recipient_cow_code","recipient_oecd_code","recipient_oecd_name","recipient_iso3","recipient_iso2","recipient_un_code","recipient_imf_code","debt_uncertian","line_of_credit","is_cofinanced","is_ground_truthing","loan_type","interest_rate","maturity","grace_period","grant_element","updated_at","location_details","contacts",is_official_finance
"15921","true","false","China","China Construction Bank opens branch in Johannesburg","2000","false","On October 2, 2000, China Construction Bank (CCB) opened a branch in Johannesburg, South Africa. An opening ceremony was held on February 16, 2001, and South African President Mbeki was in attendance. The amount of investment provided by CCB to open this branch is unknown.","240","Banking and Financial Services","","Completion","3","Foreign direct investment","South Africa","http://global.factiva.com/redir/default.aspx?P=sa&an=chndly0020010805dwan002i9&cat=a&ep=ASE, Media Report, including Wikileaks; http://za2.mofcom.gov.cn/article/bilateralcooperation/inbrief/200411/20041100004041.shtml, Government Source (Donor/Recipient); http://za.ccb.com/johannesburg/en/gywm.html, Implementing/Intermediary Agency Source","3","","China Construction Bank Corporation (CCB), State-Owned Company","China Construction Bank Corporation (CCB), State-Owned Company","1","","","Checked","1","FDI +Gov","9","Commercial","2","Active","1","http://global.factiva.com/redir/default.aspx?P=sa&an=chndly0020010805dwan002i9&cat=a&ep=ASE, Media Report, including Wikileaks","","","","","","","","","02 October 2000","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2019-07-30 13:58:50 -0400","Johannesburg","",0
"16295","true","false","China","China Development Bank finances South African chrome plant expansion","2006","false","In 2006, South African ferro-chrome producer Samancor Chrome signed a finance and production deals with the China Development Bank and state-owned steel and metals trader Sinosteel. The deal created a strategic partnership in which the bank would provide money for future expansions of ferro-chrome production in South Africa. It appears that Samancor will expand its chrome production and then export it to China. It is unclear what the financial ramifications of the project are, but a source claims that the total costs will be less than 100 million USD. Linked to project ID #16303.","320","Industry, Mining, Construction","","Pipeline: Commitment","11","Loan (excluding debt rescheduling)","South Africa","http://uk.reuters.com/article/2006/11/08/minerals-chrome-samancor-idUKL089761220061108, Media Report, including Wikileaks; http://www.sinosteel.com/xwzx/mtkzg/gnmt/dicjrb/2006-11-27/557.shtml, Implementing/Intermediary Agency Source; http://www.engineeringnews.co.za/article/samancor-chrome-to-invest-15bn-in-sa-beneficiation-projects-2006-09-01/rep_id:4715/company:ecic-2013-03-25, Media Report, including Wikileaks","3","China Development Bank (CDB), Government Agency","Sinosteel Corporation, State-Owned Company","Sinosteel Corporation, State-Owned Company; China Development Bank (CDB), Government Agency","2","Samancor Chrome, Private Sector","1","Checked","1","OOF-like","3","Development","1","Active","1","","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2017-01-02 22:46:04 -0500","","Danko Konchar, ",1
"2480","true","false","China","China Development Bank loans EUR 240 million to Cell C Company","2010","false","In August 2010, according to the South African government trade delegation visiting China, South African mobile operator Cell C signed a EUR 240 million loan agreement with China Development Bank. The delegation was led by President Jacob Zuma. The money was expected to help refinance Cell C's Euro denominated debt. ","220","Communications","","Pipeline: Commitment","11","Loan (excluding debt rescheduling)","South Africa","http://www.rethink-wireless.com/2010/09/07/south-africas-cell-c-picks-chinese-cash-debt-recycling.htm, Media Report, including Wikileaks; http://global.factiva.com/redir/default.aspx?P=sa&an=TELAFR0020100830e68u00003&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.dirco.gov.za/docs/speeches/2010/mash0902a.html, Government Source (Donor/Recipient)","3","China Development Bank (CDB), Government Agency","Cell C South Africa, Private Sector","China Development Bank (CDB), Government Agency","1","Cell C South Africa, Private Sector","1","Checked","1","Vague (Official Finance)","5","Development","1","Active","1","http://global.factiva.com/redir/default.aspx?P=sa&an=TELAFR0020100830e68u00003&cat=a&ep=ASE, Media Report, including Wikileaks","240000000.0","EUR","0.83432732","0.755045","380979792.551622","317861849.293751","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","No Information","","","","","2019-07-11 11:29:32 -0400","","Jacob Zuma, ",1
"41600","true","false","China","China Development Bank loans USD 650 million to Wesizwe to construct Bakubung platinum plant","2013","false","China Development Banks has decided to give a $650-m loan to Wesizwe Platinum, a South African mining company, for the Bakubung Platinum Mine project. Main commissioning was scheduled for 2018 and full production was anticipated in 2023. The loan was pledged in 2011 and confirmed in January 2013, and the first drawing from this loan occurred in January 2014. The loan had an interest rate of six-month Libor + 3.5%, with a grace period of 6 years and a maturity of 15 years. In January 2013, the average Libor rate was 0.160%, so the total interest rate at the time of signing was 3.66%. Part of the $650-million loan would be used to refund two separate $100-million short-term loans (#58675 and #58676). The Bakubung mine, which has an expected economic life span of 35 years, is likely to manufacture 350,000oz of platinum group metals at a cost of R12bn per annum. STAFF_NOTE: MOFCOM article says that Wesizwe received a 'cash volume of 865 million rand' (现金量达到8.65亿兰特) from CDB (which is less than USD 650 million). However, this article says that it found the number from media sources, so it may be unreliable. Official sources from Wesizwe all say USD 650 million, so this is the number I use for the transaction amount.","320","Industry, Mining, Construction","","Completion","3","Loan (excluding debt rescheduling)","South Africa","https://en.wikipedia.org/wiki/Wesizwe_Platinum, Media Report, including Wikileaks; http://www.miningweekly.com/article/650m-chinese-loan-for-wesizwes-bakubung-platinum-mine-project-2013-01-21, Media Report, including Wikileaks; http://www.thefreelibrary.com/China,South+Africa+%3A+WESIZWE+PLATINUM+secures+$650m+funds+from+CHINA...-a0355045275, Media Report, including Wikileaks; https://www.wesizwe.co.za/media-announcements_list.php?Wesizwe-announces-confirmation-of-US-650-million-loan-from-the-China-Development-Bank-for-its-Bakubung-Platinum-Mine-project-33, Implementing/Intermediary Agency Source; https://www.marketscreener.com/WESIZWE-PLATINUM-LTD-6499056/pdf/445237/Wesizwe%20Platinum%20Ltd._Annual-Report.pdf, Implementing/Intermediary Agency Source; https://www.wesizwe.co.za/cmsAdmin/uploads/wesizwe-integrated-annual-report-2017.pdf, Implementing/Intermediary Agency Source; http://za.mofcom.gov.cn/article/jmxw/201403/20140300533035.shtml, Government Source (Donor/Recipient); http://za.mofcom.gov.cn/article/g/201301/20130100010042.shtml, Government Source (Donor/Recipient)","8","China Development Bank (CDB), Government Agency","Wesizwe Platinum, Private Sector","Wesizwe Platinum, Private Sector; China Development Bank (CDB), Government Agency","2","","","Checked","1","OOF-like","3","Commercial","2","Active","1","","650000000.0","USD","1.0378199","1.0","626312908.434305","650000000.0","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","Concessional","3.66","15.0","6.0","41.06","2019-07-29 11:26:46 -0400","Rustenburg","",1
"43190","true","false","China","China Development Bank that is expected to yield a loan in the region of US$5-billion (R45-billion) to help finance South Africa's rail infrastructure","2013","false","Transnet in Chinese Rail Funding Pact Mar 27, 2013 (SouthAfrica.info/All Africa Global Media via COMTEX) -- South African state-owned freight logistics company Transnet has signed a 'ground-breaking' agreement with the China Development Bank that is expected to yield a loan in the region of US$5-billion (R45-billion) to help finance the country's massive rail infrastructure upgrade programme. The agreement, signed during a meeting between President Jacob Zuma and Chinese President Xi Jinping in Pretoria on Tuesday, would enable Transnet and the China Development Bank to 'identify opportunities ... for future collaboration in Transnet's infrastructure upgrade programmes,' Transnet said in a statement. The cooperation agreed upon would include 'the financing of the construction and upgrade of railway and port infrastructure and localisation of equipment manufacturing. 'In addition, the two agreed on future collaboration on research and development initiatives, manufacturing, marketing and the construction of cross-border infrastructure throughout the continent,' Transnet said. Transnet Group chief executive Brian Molefe said the agreement, signed as the 5th BRICS (Brazil, Russia , India, China and South Africa) summit got under way in Durban on Tuesday, was proof of the opportunities created by South Africa's membership of the grouping. Transnet last year announced an unprecedented R300-billion capital investment programme to revamp and expand its ports, rail and pipelines infrastructure and equipment, saying it would create over half-a-million new jobs while making its freight rail division the fifth-largest in the world. The company plans to spend the lion's share of this, R205-billion, on rail projects - R151-billion on freight rail - as it pushes to increase its freight rail volumes from about 200-million to 350-million tons by 2019, while increasing its market share of South African container traffic from around 79% to 92%. This increase would significantly reduce the cost of doing business in South Africa, Transnet said at the time, citing internal studies showing that rail in the country was on average 75% cheaper than road transport. The company said that about two-thirds of the required funding for the programme would be raised internally and the remainder in the international debt capital market. As part of this programme, Transnet has already awarded contracts to a number of manufacturers, including the United States' General Electric, Finnish crane maker Kalmar, and China South Railways. In October, a consortium led by Chinese manufacturer CSR Zhuzhou Electric Locomotive (CSR) was named as the winning bidder to supply Transnet with 95 electric locomotives. Transnet will pay R2.6-billion (about $300-million) for the 95 locomotives, the first 10 of which are being assembled in CSR's factories in China, while the remainder will be made in South Africa. ","210","Transport and Storage","","Pipeline: Commitment","11","Loan (excluding debt rescheduling)","South Africa","https://global.factiva.com/du/article.aspx/?accessionno=AFNWS00020130327e93r000mg&fcpil=en&napc=S&sa_from=&cat=a, Media Report, including Wikileaks","1","","","","","","","Raw","0","Vague (Official Finance)","5","Mixed (Some Development)","6","Active","1","https://global.factiva.com/du/article.aspx/?accessionno=AFNWS00020130327e93r000mg&fcpil=en&napc=S&sa_from=&cat=a, Media Report, including Wikileaks","5000000000.0","USD","1.0378199","1.0","4817791603.34081","5000000000.0","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2016-07-21 14:07:01 -0400","","",0
"16668","true","false","China","China Establishes China Africa Exchange Program","2009","false","In March 2010, more than 100 scholars from Africa and China gathered in Beijing for the launching of the 'China Africa research and academic exchange program,' a new mechanism announced by the Chinese government at the Fourth Ministerial Conference of the Forum on China-Africa Cooperation in Egypt in November 2009. The program will enable scholars and think tanks from Africa and China to increase exchanges and cooperation, share development experience, and provide intellectual support for improving cooperation policies, according to Lu Shaye, secretary general of the Chinese follow up committee of the FOCAC. ","110","Education","","Implementation","2","Free-standing technical assistance","South Africa","http://global.factiva.com/redir/default.aspx?P=sa&an=APASENE020100415e63v000ma&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.chinafrica.cn/chinese/jl/txt/2010-11/15/content_312009.htm, Media Report, including Wikileaks","2","","","","","","","Checked","1","ODA-like","2","Development","1","Active","1","http://global.factiva.com/redir/default.aspx?P=sa&an=APASENE020100415e63v000ma&cat=a&ep=ASE, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2016-10-23 22:53:42 -0400","","Wang Weiguang, ; Qui Bohua, ; Lu Shaye, ",1
"31304","true","false","China","China Establishes Confucius Classroom at The Cape Academy of Mathematics, Science and Technology","2009","false","In November 2009 an agreement was signed for the establishment of a Confucius classroom at the Cape Academy of Mathematics, Science and Technology. The organization responsible for this project is Hanban, an organization funded by the Chinese government that establishes Confucius institutes and classrooms around the world. The cooperating Chinese school for this project was Zibo Experimental High School in Shandong Province. The financial amount for this project is unknown. The Chinese language classes began for Grade 10 students in March, 2010. ","110","Education","","Completion","3","Grant","South Africa","http://english.hanban.org/node_12462.htm, Government Source (Donor/Recipient); http://english.hanban.org/confuciousinstitutes/node_12462.htm, Government Source (Donor/Recipient); http://www.camst.co.za/, Government Source (Donor/Recipient); http://capetown.china-consulate.org/eng/zlszc/speechesofconsulgeneral/t693394.htm, Government Source (Donor/Recipient)","4","","Office of Chinese Language Council International (Hanban), Government Agency","Office of Chinese Language Council International (Hanban), Government Agency","1","","","Checked","1","OOF-like","3","Representational","3","Active","1","","","","","","","","","11 November 2009","08 March 2010","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2016-11-05 21:24:42 -0400","Cape Town, Western Cape Province","Mrs. Iris Wu, Volunteer ; Ms. Li Gao, Teacher ; Mr. Yanggen Wei, Educational Director of Chinese Embassy in South Africa ",1
"31303","true","false","China","China Establishes Confucius Institute at Durban University of Technology in South Africa","2013","false","On 26 March 2013 an agreement was signed for the establishment of a Confucius Institute at Durban University of Technology in South Africa. This project was funded by Hanban, an organization funded by the Chinese government in which Chinese educational institutions partner with other schools around the world to establish Confucius Institutes. The cooperating Chinese school for this project was Fujian Agriculture and Forestry University. This project was completed in 2014 and the institute began operating 20 February, 2014. ","110","Education","","Completion","3","Grant","South Africa","http://english.hanban.org/node_39544.htm, Government Source (Donor/Recipient); http://www.fafu.edu.cn/s/145/t/141/16/fc/info71420.htm, Implementing/Intermediary Agency Source; http://english.fafu.edu.cn/s/133/t/99/43/c1/info82881.htm, Implementing/Intermediary Agency Source; http://www.dut.ac.za/node/2892, Government Source (Donor/Recipient); http://www.dut.ac.za/node/2922, Government Source (Donor/Recipient); http://www.dut.ac.za/sites/default/files/news_and_publications/Speech-by-Professor-YE-Huiling-FAFU.pdf, Government Source (Donor/Recipient); http://english.hanban.org/article/2014-11/25/content_563264.htm, Government Source (Donor/Recipient); http://dut.za.chinesecio.com/en/node/86, Government Source (Donor/Recipient)","8","","Office of Chinese Language Council International (Hanban), Government Agency","Office of Chinese Language Council International (Hanban), Government Agency","1","","","Checked","1","OOF-like","3","Representational","3","Active","1","","","","","","","","","","20 February 2014","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2016-11-06 21:38:52 -0500","Durban","Graham Stewart, University Contact ",1
"31302","true","false","China","China Establishes Confucius Institute at Rhodes University in South Africa","2007","false","On 11 December, 2007 an agreement was signed for the establishment of a Confucius Institute at Rhodes University in Grahamstown, South Africa. This project was funded by Hanban, an organization funded by the Chinese government that partners Chinese educational institutions with those around the world to establish Confucius Institutes. The cooperating Chinese university for this project was Jinan University. The institute began operating August 20, 2008. The classes offered include Chinese studies and Chinese language courses and cultural activities are held at the institute. ","110","Education","","Completion","3","Grant","South Africa","http://english.hanban.org/confuciousinstitutes/node_10927.htm, Government Source (Donor/Recipient); http://college.chinese.cn/en/node_3830.htm, Media Report, including Wikileaks; http://english.hanban.org/node_10927.htm, Government Source (Donor/Recipient); http://www.ru.ac.za/confuciusinstitute/contactus/, Government Source (Donor/Recipient); http://www.ru.ac.za/confuciusinstitute/, Government Source (Donor/Recipient)","5","","Office of Chinese Language Council International (Hanban), Government Agency","Office of Chinese Language Council International (Hanban), Government Agency","1","","","Checked","1","OOF-like","3","Representational","3","Active","1","","","","","","","","","","20 August 2008","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2016-11-05 20:54:11 -0400","Grahamstown","Dr. Ma Yue, Institute Contact ; Marius Vermaak, Institute Contact ; Hannelie Rielly, Rhodes University Contact ",1
"31300","true","false","China","China Establishes Confucius Institute at Stellenbosch University in South Africa","2008","false","On 14 January, 2008 an agreement was signed between Xiamen University and Stellenbosch University for the establishment of a Confucius Institute at the University of Stellenbosch in Western Cape, South Africa. This project was funded by the Chinese government through Hanban, an organization of various educational institutions that partners with schools around the world to create Confucius institutes and classrooms. The partner university for this project was Xiamen University in Fujian Province. The project was jointly implemented by the two universities and the institute began operating 1 January, 2009. The institute offers various Mandarin classes as well as cultural activities, including exchange programs. ","110","Education","Zuxu Xie","Completion","3","Grant","South Africa","http://english.hanban.org/confuciousinstitutes/node_10930.htm, Government Source (Donor/Recipient); http://english.hanban.org/node_10930.htm, Government Source (Donor/Recipient); http://www.universityworldnews.com/article.php?story=20100905072629973, Media Report, including Wikileaks; http://www.ccs.org.za/?cat=50, Media Report, including Wikileaks; http://www0.sun.ac.za/international/about/our-international-networks-and-affiliations/asia-africa-relations/confucius-institute-at-stellenbosch.html, Government Source (Donor/Recipient); http://www0.sun.ac.za/cisu/, Government Source (Donor/Recipient)","6","Office of Chinese Language Council International (Hanban), Government Agency","","Office of Chinese Language Council International (Hanban), Government Agency","1","","","Checked","1","OOF-like","3","Representational","3","Active","1","","","","","","","","","","01 February 2009","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2016-11-05 21:14:08 -0400","Western Cape ","",1
"31301","true","false","China","China Establishes Confucius Institute at University of Cape Town in South Africa","2007","false","On 11 December, 2007 an agreement was signed for the establishment of a Confucius Institute at the University of Cape Town in South Africa. This project was funded by Hanban, an organization funded by the Chinese government that partners Chinese education institutions with those around the world to create centers for Chinese studies. This agreement was signed at the second Confucius Institutes Conference in Beijing in 2007. The cooperating organization for this project is Sun Yat-Sen University in Guangzhou, China. The institute was formally launched 20 January, 2010. The institute offers various Mandarin courses and hosts cultural activities. The financial amount for this project is unknown. On the basis of a general agreement between Confucius Institutes Headquarters (Hanban) in China and the University of Cape Town, signed at the 2nd Confucius Institutes Conference in launche Beijing in 2007, UCT enters a partnership with Sun Yat-sen University in Guangzhou, China, in establishment of the Confucius Institute at the University of Cape Town. It was formally launched on January 20, 2010.","110","Education","","Completion","3","Grant","South Africa","http://english.hanban.org/confuciousinstitutes/node_10928.htm, Government Source (Donor/Recipient); http://ci.sysu.edu.cn/EngCICT/Index.aspx, Implementing/Intermediary Agency Source; http://uctci.za.chinesecio.com/en/node/106, Government Source (Donor/Recipient); http://english.hanban.org/article/2010-10/14/content_182666.htm, Government Source (Donor/Recipient); http://english.hanban.org/node_10928.htm, Government Source (Donor/Recipient)","5","Office of Chinese Language Council International (Hanban), Government Agency","","Office of Chinese Language Council International (Hanban), Government Agency","1","","","Checked","1","OOF-like","3","Representational","3","Active","1","","","","","","","","","","20 January 2010","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2016-11-05 20:55:53 -0400","Cape Town","Nan Yeld, Director ",1
"16372","true","false","China","China Establishes Culture Program for South Africa ","2006","false","On November 30, 2006, South African President Thabo Mbeki sent a congratulatory letter to his Chinese counterpart Hu Jintao, welcoming the '2006 South Africa Experiences China Cultural Program.' The gala cultural event 2006 Experience China in South Africa consist of exhibitions, performances, keynote speech and a Chinese Film TV-week, also includes relative press conference and opening ceremony. The event was launched on October 25, and will run till the end of November. During this full month, the event will present to the South African people exhibitions of Chinese Fine Arts and Crafts, and Modern China Photography Exhibition. ","160","Other Social infrastructure and services","Culture","Completion","3","Grant","South Africa","http://www.china.org.cn/english/culture/190750.htm, Media Report, including Wikileaks","1","","","","","","","Checked","1","OOF-like","3","Representational","3","Active","1","","","","","","","","01 November 2006","","30 November 2006","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2016-11-05 20:43:41 -0400","","Thabo Mbeki, ",1
"16076","true","false","China","China Establishes Mutual Legal Assistance in Criminal Matters with South Africa","2003","false","Description: In 2003, Jacob Zuma and Li Lanqing met and signed an agreement regarding mutual legal assistance in criminal matters between the two countries. The terms of the agreement are in the 'legislation.gov.hk' source. The document was ratified by Parliament on October 21, 2003, instruments of ratification were exchanged on October 18, 2004, and the document was entered into force on November 17, 2004. ","150","Government and Civil Society","","Pipeline: Commitment","11","Free-standing technical assistance","South Africa","http://www.justice.gov.za/docs/emlatreaties.htm, Government Source (Donor/Recipient); http://www.legislation.gov.hk/blis_pdf.nsf/4f0db701c6c25d4a4825755c00352e35/7CD4F86146E059014825775A00532538/$FILE/CAP_525AC_e_b5.pdf, Government Source (Donor/Recipient); http://global.factiva.com/aa/?ref=bbcapp0020030121dz1l00aca&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","3","","","","","","","Checked","1","ODA-like","2","Development","1","Active","1","http://global.factiva.com/aa/?ref=bbcapp0020030121dz1l00aca&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","true","","","","","","2016-11-05 14:09:50 -0400","","Li Lanqing, ; Jacob Zuma, ",1
"16883","true","false","China","China Increase Number of Scholarships offered to South African Students Inactive","2007","false","China, SAfrica agree to work together on mining 251 words26 September 200711:55 AMReuters NewsLBAEnglish(c) 2007 Reuters Limited BEIJING, Sept 26 (Reuters) - Companies from China and South Africa will be able to tap the China-Africa Development Fund for investment in minerals, energy and other industries, the two countries said in a joint communique on Wednesday. The two countries will 'explore ways to enhance capacity building in mining, construction and other industries' according to the communique, issued during a visit to the Chinese capital by South African Deputy President Phumzile Mlambo-Ngcuka. In June, Beijing launched the $5 billion China-Africa Development Fund, with initial capital of $1 billion, to help finance Chinese investments in Africa, part of Beijing's pledge to double its aid to the continent. Beijing is increasingly using its massive foreign reserves to lend to Africa, paving the way for its state-owned firms to bid on mining and infrastructure projects as it tries to secure raw materials supply for its booming economy. The countries also agreed to expand exchanges and cooperation in a variety of fields, particularly aquaculture and agricultural products. China increased the number of scholarships offered to South African students. 'The Chinese side noted with appreciation the position taken by South Africa and other countries, against Taiwan's bid for U.N. membership during the 62nd session of the U.N. General Assembly,' the communique said. CHINA-SOUTHAFRICA|LANGEN|AFA|CSA|LBY|RWSA|RWS|REULB|GNS|G|RBN|ABN|M|D|AFN|SF|C|MTL|GRO|SOF|RNP|DNP|PGE|SXNADocument LBA0000020070926e39q001ds","110","Education","","Completion","3","Scholarships/training in the donor country","South Africa","","0","","","","","","","Raw","0","ODA-like","2","Unset","0","Inactive","2","","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2013-03-26 15:37:11 -0400","","",0
